./vectorized, 2, 1, 0.022888, 0.001, 0.020000
./vectorized, 2, 1, 0.033855, 0.000, 0.020000
./vectorized, 2, 1, 0.026941, 0.001, 0.020000
./vectorized, 2, 1, 0.035048, 0.000, 0.020000
./vectorized, 2, 1, 0.046015, 0.000, 0.020000
./vectorized, 2, 2, 0.826120, 0.000, 0.020000
./vectorized, 2, 2, 0.102043, 0.000, 0.020000
./vectorized, 2, 2, 0.072002, 0.000, 0.020000
./vectorized, 2, 2, 0.236988, 0.000, 0.020000
./vectorized, 2, 2, 0.091076, 0.000, 0.020000
./vectorized, 2, 4, 0.122070, 0.000, 0.020000
./vectorized, 2, 4, 0.102043, 0.000, 0.020000
./vectorized, 2, 4, 0.108957, 0.000, 0.020000
./vectorized, 2, 4, 0.264883, 0.000, 0.020000
./vectorized, 2, 4, 0.147104, 0.000, 0.020000
./vectorized, 2, 8, 5.681992, 0.000, 0.020000
./vectorized, 2, 8, 0.182867, 0.000, 0.020000
./vectorized, 2, 8, 1.080036, 0.000, 0.020000
./vectorized, 2, 8, 0.343084, 0.000, 0.020000
./vectorized, 2, 8, 0.693083, 0.000, 0.020000
./vectorized, 2, 16, 4.311085, 0.000, 0.020000
./vectorized, 2, 16, 4.561901, 0.000, 0.020000
./vectorized, 2, 16, 0.895977, 0.000, 0.020000
./vectorized, 2, 16, 0.722885, 0.000, 0.020000
./vectorized, 2, 16, 0.793219, 0.000, 0.020000
./vectorized, 2, 32, 10.529041, 0.000, 0.020000
./vectorized, 2, 32, 10.684013, 0.000, 0.020000
./vectorized, 2, 32, 10.558128, 0.000, 0.020000
./vectorized, 2, 32, 9.284019, 0.000, 0.020000
./vectorized, 2, 32, 12.236834, 0.000, 0.020000
./vectorized, 4, 1, 0.186920, 0.001, 0.280000
./vectorized, 4, 1, 0.066996, 0.002, 0.280000
./vectorized, 4, 1, 0.057936, 0.002, 0.280000
./vectorized, 4, 1, 0.034094, 0.004, 0.280000
./vectorized, 4, 1, 0.167131, 0.001, 0.280000
./vectorized, 4, 2, 0.070095, 0.002, 0.280000
./vectorized, 4, 2, 0.224829, 0.001, 0.280000
./vectorized, 4, 2, 0.803947, 0.000, 0.280000
./vectorized, 4, 2, 0.083923, 0.002, 0.280000
./vectorized, 4, 2, 0.097036, 0.001, 0.280000
./vectorized, 4, 4, 2.888918, 0.000, 0.280000
./vectorized, 4, 4, 0.233889, 0.001, 0.280000
./vectorized, 4, 4, 4.462004, 0.000, 0.280000
./vectorized, 4, 4, 4.276037, 0.000, 0.280000
./vectorized, 4, 4, 20.179033, 0.000, 0.280000
./vectorized, 4, 8, 11.265039, 0.000, 0.280000
./vectorized, 4, 8, 0.324011, 0.000, 0.280000
./vectorized, 4, 8, 14.041185, 0.000, 0.280000
./vectorized, 4, 8, 5.810022, 0.000, 0.280000
./vectorized, 4, 8, 9.899139, 0.000, 0.280000
./vectorized, 4, 16, 21.780014, 0.000, 0.280000
./vectorized, 4, 16, 6.392956, 0.000, 0.280000
./vectorized, 4, 16, 5.874157, 0.000, 0.280000
./vectorized, 4, 16, 7.673979, 0.000, 0.280000
./vectorized, 4, 16, 5.580187, 0.000, 0.280000
./vectorized, 4, 32, 18.383026, 0.000, 0.280000
./vectorized, 4, 32, 11.782169, 0.000, 0.280000
./vectorized, 4, 32, 13.882875, 0.000, 0.280000
./vectorized, 4, 32, 17.789841, 0.000, 0.280000
./vectorized, 4, 32, 18.026114, 0.000, 0.280000
./vectorized, 8, 1, 0.056982, 0.018, 2.800000
./vectorized, 8, 1, 0.022888, 0.045, 2.800000
./vectorized, 8, 1, 0.043154, 0.024, 2.800000
./vectorized, 8, 1, 0.051022, 0.020, 2.800000
./vectorized, 8, 1, 0.130177, 0.008, 2.800000
./vectorized, 8, 2, 0.113964, 0.009, 2.800000
./vectorized, 8, 2, 4.238129, 0.000, 2.800000
./vectorized, 8, 2, 0.081062, 0.013, 2.800000
./vectorized, 8, 2, 0.121117, 0.008, 2.800000
./vectorized, 8, 2, 0.075817, 0.014, 2.800000
./vectorized, 8, 4, 1.678944, 0.001, 2.800000
./vectorized, 8, 4, 8.674145, 0.000, 2.800000
./vectorized, 8, 4, 2.660990, 0.000, 2.800000
./vectorized, 8, 4, 0.964880, 0.001, 2.800000
./vectorized, 8, 4, 2.079964, 0.000, 2.800000
./vectorized, 8, 8, 2.892017, 0.000, 2.800000
./vectorized, 8, 8, 0.461817, 0.002, 2.800000
./vectorized, 8, 8, 0.182152, 0.006, 2.800000
./vectorized, 8, 8, 0.169992, 0.006, 2.800000
./vectorized, 8, 8, 7.864952, 0.000, 2.800000
./vectorized, 8, 16, 6.034851, 0.000, 2.800000
./vectorized, 8, 16, 6.662130, 0.000, 2.800000
./vectorized, 8, 16, 14.683008, 0.000, 2.800000
./vectorized, 8, 16, 9.318829, 0.000, 2.800000
./vectorized, 8, 16, 7.721901, 0.000, 2.800000
./vectorized, 8, 32, 14.328957, 0.000, 2.800000
./vectorized, 8, 32, 13.110876, 0.000, 2.800000
./vectorized, 8, 32, 11.754036, 0.000, 2.800000
./vectorized, 8, 32, 17.606020, 0.000, 2.800000
./vectorized, 8, 32, 20.815134, 0.000, 2.800000
./vectorized, 16, 1, 0.044823, 0.183, 24.799999
./vectorized, 16, 1, 0.046968, 0.174, 24.799999
./vectorized, 16, 1, 0.037909, 0.216, 24.799999
./vectorized, 16, 1, 0.046015, 0.178, 24.799999
./vectorized, 16, 1, 0.050068, 0.164, 24.799999
./vectorized, 16, 2, 0.115871, 0.071, 24.799999
./vectorized, 16, 2, 0.193119, 0.042, 24.799999
./vectorized, 16, 2, 0.074863, 0.109, 24.799999
./vectorized, 16, 2, 0.135899, 0.060, 24.799999
./vectorized, 16, 2, 0.746965, 0.011, 24.799999
./vectorized, 16, 4, 0.376940, 0.022, 24.799999
./vectorized, 16, 4, 0.117064, 0.070, 24.799999
./vectorized, 16, 4, 0.156164, 0.052, 24.799999
./vectorized, 16, 4, 0.138044, 0.059, 24.799999
./vectorized, 16, 4, 0.158072, 0.052, 24.799999
./vectorized, 16, 8, 2.422810, 0.003, 24.799999
./vectorized, 16, 8, 0.870943, 0.009, 24.799999
./vectorized, 16, 8, 0.181198, 0.045, 24.799999
./vectorized, 16, 8, 2.495766, 0.003, 24.799999
./vectorized, 16, 8, 14.707804, 0.001, 24.799999
./vectorized, 16, 16, 13.026953, 0.001, 24.799999
./vectorized, 16, 16, 7.326126, 0.001, 24.799999
./vectorized, 16, 16, 3.456116, 0.002, 24.799999
./vectorized, 16, 16, 10.319948, 0.001, 24.799999
./vectorized, 16, 16, 9.739876, 0.001, 24.799999
./vectorized, 16, 32, 18.790960, 0.000, 24.799999
./vectorized, 16, 32, 14.381886, 0.001, 24.799999
./vectorized, 16, 32, 16.509056, 0.000, 24.799999
./vectorized, 16, 32, 13.318062, 0.001, 24.799999
./vectorized, 16, 32, 19.495010, 0.000, 24.799999
./vectorized, 32, 1, 0.064135, 1.022, 208.319992
./vectorized, 32, 1, 0.066996, 0.978, 208.319992
./vectorized, 32, 1, 0.062943, 1.041, 208.319992
./vectorized, 32, 1, 0.062943, 1.041, 208.319992
./vectorized, 32, 1, 0.059843, 1.095, 208.319992
./vectorized, 32, 2, 0.699043, 0.094, 208.319992
./vectorized, 32, 2, 1.010180, 0.065, 208.319992
./vectorized, 32, 2, 0.138998, 0.471, 208.319992
./vectorized, 32, 2, 0.063896, 1.026, 208.319992
./vectorized, 32, 2, 0.184059, 0.356, 208.319992
./vectorized, 32, 4, 0.371218, 0.177, 208.319992
./vectorized, 32, 4, 0.157118, 0.417, 208.319992
./vectorized, 32, 4, 0.111103, 0.590, 208.319992
./vectorized, 32, 4, 0.104189, 0.629, 208.319992
./vectorized, 32, 4, 1.047134, 0.063, 208.319992
./vectorized, 32, 8, 4.230022, 0.015, 208.319992
./vectorized, 32, 8, 1.086950, 0.060, 208.319992
./vectorized, 32, 8, 4.992008, 0.013, 208.319992
./vectorized, 32, 8, 4.333973, 0.015, 208.319992
./vectorized, 32, 8, 5.618095, 0.012, 208.319992
./vectorized, 32, 16, 9.907007, 0.007, 208.319992
./vectorized, 32, 16, 8.754969, 0.007, 208.319992
./vectorized, 32, 16, 5.705833, 0.011, 208.319992
./vectorized, 32, 16, 8.750916, 0.007, 208.319992
./vectorized, 32, 16, 8.809090, 0.007, 208.319992
./vectorized, 32, 32, 15.197992, 0.004, 208.319992
./vectorized, 32, 32, 16.093016, 0.004, 208.319992
./vectorized, 32, 32, 12.963057, 0.005, 208.319992
./vectorized, 32, 32, 12.393951, 0.005, 208.319992
./vectorized, 32, 32, 14.935970, 0.004, 208.319992
./vectorized, 64, 1, 0.381947, 1.373, 1706.880127
./vectorized, 64, 1, 0.379086, 1.383, 1706.880127
./vectorized, 64, 1, 0.377893, 1.387, 1706.880127
./vectorized, 64, 1, 0.535011, 0.980, 1706.880127
./vectorized, 64, 1, 0.457048, 1.147, 1706.880127
./vectorized, 64, 2, 0.803947, 0.652, 1706.880127
./vectorized, 64, 2, 0.332832, 1.575, 1706.880127
./vectorized, 64, 2, 0.319004, 1.644, 1706.880127
./vectorized, 64, 2, 0.250101, 2.096, 1706.880127
./vectorized, 64, 2, 0.241995, 2.167, 1706.880127
./vectorized, 64, 4, 5.330086, 0.098, 1706.880127
./vectorized, 64, 4, 0.237942, 2.203, 1706.880127
./vectorized, 64, 4, 0.221014, 2.372, 1706.880127
./vectorized, 64, 4, 0.211000, 2.485, 1706.880127
./vectorized, 64, 4, 0.286818, 1.828, 1706.880127
./vectorized, 64, 8, 5.817890, 0.090, 1706.880127
./vectorized, 64, 8, 0.380993, 1.376, 1706.880127
./vectorized, 64, 8, 0.277996, 1.886, 1706.880127
./vectorized, 64, 8, 4.353046, 0.120, 1706.880127
./vectorized, 64, 8, 1.236916, 0.424, 1706.880127
./vectorized, 64, 16, 4.957914, 0.106, 1706.880127
./vectorized, 64, 16, 4.392147, 0.119, 1706.880127
./vectorized, 64, 16, 7.237911, 0.072, 1706.880127
./vectorized, 64, 16, 8.144140, 0.064, 1706.880127
./vectorized, 64, 16, 5.244970, 0.100, 1706.880127
./vectorized, 64, 32, 10.066986, 0.052, 1706.880127
./vectorized, 64, 32, 13.927937, 0.038, 1706.880127
./vectorized, 64, 32, 11.531830, 0.045, 1706.880127
./vectorized, 64, 32, 12.416124, 0.042, 1706.880127
./vectorized, 64, 32, 15.102148, 0.035, 1706.880127
./vectorized, 128, 1, 2.945900, 1.424, 13817.601562
./vectorized, 128, 1, 2.964973, 1.415, 13817.601562
./vectorized, 128, 1, 2.932072, 1.430, 13817.601562
./vectorized, 128, 1, 2.924919, 1.434, 13817.601562
./vectorized, 128, 1, 2.935171, 1.429, 13817.601562
./vectorized, 128, 2, 1.559973, 2.689, 13817.601562
./vectorized, 128, 2, 1.543999, 2.717, 13817.601562
./vectorized, 128, 2, 1.564026, 2.682, 13817.601562
./vectorized, 128, 2, 1.528978, 2.743, 13817.601562
./vectorized, 128, 2, 1.526117, 2.748, 13817.601562
./vectorized, 128, 4, 0.859976, 4.877, 13817.601562
./vectorized, 128, 4, 1.874924, 2.237, 13817.601562
./vectorized, 128, 4, 0.877142, 4.782, 13817.601562
./vectorized, 128, 4, 0.880957, 4.761, 13817.601562
./vectorized, 128, 4, 0.828981, 5.060, 13817.601562
./vectorized, 128, 8, 0.568151, 7.382, 13817.601562
./vectorized, 128, 8, 0.921011, 4.554, 13817.601562
./vectorized, 128, 8, 0.859976, 4.877, 13817.601562
./vectorized, 128, 8, 0.537157, 7.808, 13817.601562
./vectorized, 128, 8, 1.606941, 2.610, 13817.601562
./vectorized, 128, 16, 4.632950, 0.905, 13817.601562
./vectorized, 128, 16, 4.834890, 0.868, 13817.601562
./vectorized, 128, 16, 6.825924, 0.614, 13817.601562
./vectorized, 128, 16, 4.714012, 0.890, 13817.601562
./vectorized, 128, 16, 1.118898, 3.749, 13817.601562
./vectorized, 128, 32, 10.009050, 0.419, 13817.601562
./vectorized, 128, 32, 7.453203, 0.563, 13817.601562
./vectorized, 128, 32, 6.793976, 0.617, 13817.601562
./vectorized, 128, 32, 10.202885, 0.411, 13817.601562
./vectorized, 128, 32, 12.876987, 0.326, 13817.601562
./vectorized, 256, 1, 26.211977, 1.280, 111193.601562
./vectorized, 256, 1, 25.170088, 1.333, 111193.601562
./vectorized, 256, 1, 26.198864, 1.281, 111193.601562
./vectorized, 256, 1, 25.685787, 1.306, 111193.601562
./vectorized, 256, 1, 25.890827, 1.296, 111193.601562
./vectorized, 256, 2, 13.146162, 2.552, 111193.601562
./vectorized, 256, 2, 12.670040, 2.648, 111193.601562
./vectorized, 256, 2, 12.865067, 2.608, 111193.601562
./vectorized, 256, 2, 13.325930, 2.518, 111193.601562
./vectorized, 256, 2, 13.080835, 2.565, 111193.601562
./vectorized, 256, 4, 6.671906, 5.029, 111193.601562
./vectorized, 256, 4, 6.663084, 5.036, 111193.601562
./vectorized, 256, 4, 6.711006, 5.000, 111193.601562
./vectorized, 256, 4, 6.711006, 5.000, 111193.601562
./vectorized, 256, 4, 6.695986, 5.011, 111193.601562
./vectorized, 256, 8, 3.491879, 9.609, 111193.601562
./vectorized, 256, 8, 3.515959, 9.543, 111193.601562
./vectorized, 256, 8, 3.443003, 9.746, 111193.601562
./vectorized, 256, 8, 3.556013, 9.436, 111193.601562
./vectorized, 256, 8, 3.558874, 9.428, 111193.601562
